record_id,flood_indicator,country_code,week,temperature_celsius,pm25_ugm3,region,gdp_per_capita_usd,month,precipitation_mm,mental_health_index,year,longitude,food_security_index,latitude,healthcare_access_index,drought_indicator,income_level,extreme_weather_events,heat_wave_days,date,country_name,population_millions,air_quality_index,temp_anomaly_celsius,health_risk_class
2400,0.0,VNM,39.0,51.08,158.6,Southeast Asia,3682.0,9.0,27.4,,2019.0,108.27,92.6,14.05,46.7,0.0,lower-middle,0.0,0.0,"  September 29, 2019",Vietnam,98.0,257.0,-0.02,1
2401,0.0,AUS,21.0,11.96,34.8,Oceania,51259.0,5.0,87.1,76.0,2024.0,133.77,,-25.27,76.6,0.0,High,0.0,0.0,739032,Australia,,36.0,-0.93,0
2402,0.0,ESP,4.0,3.38,32.5,Europe,56799.0,1.0,108.9,72.3,,-3.74,97.9,40.46,,0.0,High,0.0,0.0,27-Jan-2019,Spain,47.0,,-0.28,1
2403,0.0,IDN,12.0,32.01,85.1,South East Asia,2481.0,3.0,,70.7,2015.0,,91.9,-0.78,43.0,0.0,Lower-Middle,1.0,1.0,2015-03-22,Indonesia,274.0,,-0.11,3
2404,0.0,IDN,41.0,18.02,97.5,South East Asia,2559.0,10.0,0.0,71.2,2016.0,113.92,,-0.78,42.9,0.0,Lower-Middle,0.0,0.0,16/10/2016,Indonesia,274.0,154.0,,3
2405,0.0,KEN,51.0,23.47,131.8,AFRICA,2290.0,12.0,87.9,71.4,2018.0,37.9,82.5,-0.02,49.3,0.0,Lower-Middle,0.0,0.0,23-Dec-2018,Keunya,54.0,218.0,-0.18,3
2406,0.0,IDN,3.0,27.22,109.1	,SE Asia,2867.0,1.0,69.3,,2023.0,,,,44.9,0.0,Lower-Middle,0.0,0.0,20230122,INDONESIA,274.0,,0.09,2
2407,,IND,48.0,7.49,84.8,South Asia,2713.0,12.0,,,2019.0,78.96,89.8,20.59,,0.0,lower-middle,0.0,0.0,2019-12-01,Bharat,1380.0,110.0,0.2,2
2408,0.0,CHN,46.0,-2.53,15.8,East Asia,13864.0,11.0,106.0,67.4,2024.0,104.19,99.0,35.86,71.3,0.0,Upper-Middle	,0.0,0.0,11-17-2024,China,1411.0,36.0,0.14,0
2409,0.0,  THA  ,,15.59,78.9,Southeast Asia,16668.0,12.0,62.1,75.7,2021.0,100.99,,15.87,61.9,FALSE,Upper-Middle,0.0,0.0,2021/12/26,Thailand,70.0,105.0,-0.3,2
2410,0.0,CAN,,-10.56,92.2,,45432.0,12.0,55.8,71.9,2024.0,-106.34,100.0,56.13,,0.0,High,0.0,0.0,2024-12-22,Canada,38.0,124.0,-1.09,0
2411,0.0,USA,3.0,7.21,,North America,66168.0,,109.9,62.5,2017.0,-95.71,100.0,37.09,84.7,0.0,High,0.0,0.0,"January 22, 2017",United States,331.0,70.0,-0.48,1
2412,N,USA,,7.57,44.2,North America,72520.0,1.0,120.0,64.9,2022.0,-95.71,99.1,37.09,83.4,0.0,Rich,0.0,0.0,01-16-2022,United States,331.0,45.0,0.54,1
2413,,JAPAN,52.0,4.59,79.8,E. Asia,67812.0,12.0,37.6,67.4,  2017.0  ,138.25,97.5,36.2,82.3,0.0,High,0.0,0.0,31.12.2017,Japan  ,126.0,117.0,1.12,1
2414,0.0,JPN,3.0,4.84,85.0,East Asia,69198.0,,66.0,,,138.25,100.0,36.2,,no,H,0.0,,20/01/2019,JAPAN,126.0,154.0,0.04,2
2415,0,IND,,21.89,62.2,South Asia,2626.0,3.0,150.4,71.3,2018.0,78.96,,20.59,51.9,0.0,Lower-Middle,0.0,0.0,04-Mar-2018,  India,1380.0,113.0,,3
2416,0.0,GBR,49.0,,,EUROPE,58776.0,12.0,44.3,65.2,2015.0,-3.43,100.0,55.37,88.9,0.0,,0.0,0.0,12-06-2015,United Kingdom,,73.0,-0.69,0
2417,0.0,CAN,,,-,,39248.0,10.0,34.1,67.0,2016.0,-106.34,,56.13,82.9,0.0,High,0.0,0.0,"October 02, 2016",Dominion of Canada,38.0,97.0,0.72,0
2418,0.0,PHL,  35.0,13.45,79.7,Southeast Asia,3375.0,9.0,31.0,62.5,,121.77,78.1,,40.5,0.0,Lower-Middle,0.0,0.0,03.09.2023,Philippines,110.0,,-0.23,1
2419,0.0,ZAF,43.0,4.36,50.5,Africa,10026.0,10.0,24.7,72.8,,22.93,96.8,-30.55,67.3,0.0,Upper-Middle,0.0,0.0,20221030,RSA,60.0,,0.54,0
2420,0.0,NGA,28.0,20.04,93.7,African Continent,2546.0,7.0,25.7,,2017.0,8.67,90.5,9.08,,,Lower-Middle,0.0,0.0,2017/07/16,Nigeria,206.0,159.0,-0.3,2
2421,0.0,VNM,28.0,13.57,105.3,Southeast Asia,3940.0,7.0,2.8228346456692917,,2023.0,108.27,92.3,14.05,47.5,0.0,Emerging,0.0,,16.07.2023,Vietnam,98.0,,0.58,1
2422,0.0,AUS,44.0,34.628,37.6,,45652.0,11.0,89.7,72.5,,133.77,100.0,-25.27,73.4,,H,0.0,0.0,11-05-2017,Oz,,48.0,0.45,0
2423,0.0,PAK,50.0,6.95,74.8,Indian Sebcontinent,4374.0,12.0,98.9,,2022.0,69.34,,30.37,53.1,0.0,Lower-Middle,0.0,0.0,18/12/2022,Pakistan,225.0,104.0,-0.26,1
2424,0.0,FRANCE,16.0,2.7,,Western Europe,60281.0,4.0,157.9,64.2,2015.0,2.21,,46.22,90.6,0.0,High,0.0,0.0,20150419,France,,60.0,0.27,1
2425,0.0,ITA,,-4.55,32.0,Europe,-26.69955009013796,8.0,,74.5,2025.0,12.56,90.9,41.87,85.7,,High,0.0,0.0,2025/08/10,Italy,60.0,42.0,-0.12,0
2426,0.0,USA,41.0,-2.9,41.6,North America,76014.0,10.0,69.5,66.1,2024.0,-95.71,100.0,37.09,85.5,0.0,High,0.0,0.0,2024-10-13,United States,331.0,64.0,-0.43,0
2427,0.0,IND,32.0,5.75,130.1,South Asia,,8.0,41.8,73.9,2017.0,78.96,90.2,20.59,53.0,0.0,Lower-Middle,0.0,0.0,13/08/2017,India,1380.0,193.0,-0.22,2
2428,0.0,AU,41.0,3.7,28.9,Oceania,,10.0,30.5,,2016.0,133.77,,-25.27,77.3,0.0,Developed,0.0,0.0,16.10.2016,Commonwealth of Australia,26.0,43.0,0.05,0
2429,0.0,ESP,15.0,6.44,,Europe,59162.0,4.0,151.9,,2021.0,-3.74,100.0,40.46,,0.0,HIGH,0.0,0.0,"April 18, 2021",Spain,47.0,90.0,0.66,1
2430,0.0,COL,37.0,13.21,66.0,South America,8887.0,9.0,34.9,71.1,2016.0,-74.29,98.2,,69.3,0.0,Upper-Middle,0.0,0.0,18/09/2016,Colombia,51.0,117.0,0.86,1
2431,0,CHN,45.0,-1.14,58.5,Far East,12244.0,11.0,,,2017.0,104.19,76.3,35.86,,1.0,Upper Middle,1.0,0.0,2017/11/12,China,1411.0,99.0,0.72,2
2432,,ESP,37.0,-7.82,-97.3873971342308,Europe,57499.0,9.0,83.4,72.6,2019.0,-3.74,,40.46,80.8,0.0,High,0.0,0.0,15.09.2019,Spain,47.0,84.0,-0.73,0
2433,0.0,UK,37.0,-17.94,35.9,Europe,-25.335933340149523,9.0,45.1,,2025.0,-3.43,99.1,55.37,,0.0,High,0.0,0.0,2025/09/14,United Kingdom,67.0,36.0,0.08,0
2434,0.0,USA,40,-4.69,38.5,North America,64580.0,10.0,0.0,74.2,2015.0,-95.71,,37.09,,1.0,,1.0,0.0,2015-10-04,United States,331.0,52.0,1.41,0
2435,0.0,BR,,11.75,33.9,South America,14315.0,10.0,45.7,,2018.0,-51.92,93.9,-14.23,66.3,0.0,Upper-Middle,0.0,0.0,28-Oct-2018,Brazil,213.0,58.0,,1
2436,0.0,JPN,55,11.13,52.2,East Asia,68025.0,2.0,100.4,64.1,2018.0,138.25,98.9,36.2,87.5,0.0,High,0.0,0.0,736736,Nippon,126.0,79.0,,2
2437,0.0,ZAF,37.0,0.87,66.4,  Africa  ,10359.0,9.0,67.2,63.2,2024.0,22.93,,-30.55,77.9,0.0,Upper-Middle,0.0,,739144,SOUTH AFRICA,60.0,95.0,0.21,0
2438,0.0,PHL,18.0,,124.0,Southeast Asia,3356.0,5.0,148.2,70.3,2023.0,121.77,81.2,12.87,36.9,0.0,Lower-Middle,1.0,1.0,"May 07, 2023",Philippines,110.0,227.0,-0.49,3
2439,0.0,DEU,23.0,-6.17,40.0,  europe,76907.0,6.0,116.2,72.8,2024.0,10.45,100.0,51.16,89.4,0.0,High,0.0,0.0,2024/06/09,Germany,83.0,,-0.13,0
2440,1.0,ZAF,5.0,11.68,0.0,Africa,9391.0,2.0,163.0,60.1,2019.0,22.93,88.3,-30.55,71.5,0.0,Upper-Middle,2.0,1.0,20190203,South Africa,60.0,,0.14,3
2441,0.0,PAK,7.0,15.42,59.4,South Asia,,2.0,103.5,64.9,2015.0,69.34,90.5,30.37,,0.0,Lower-Middle,0.0,0.0,15.02.2015,Pakistan,225.0,95.0,-0.32,1
2442,0.0,THA,,,9.9,Southeast Asia,15596.0,4.0,101.8,65.9,2018.0,100.99,85.7,15.87,59.8,0.0,Upper-Middle,1.0,1.0,15.04.2018,Thailand,70.0,19.0,-0.01,3
2443,0.0,CN,19.0,10.02,44.1,East Asia,12360.0,5.0,85.7,70.8,2018.0,104.19,,35.86,78.9,,Upper-Middle,1.0,1.0,05-13-2018,China,1411.0,54.0,-0.45,3
2444,0.0,DEU,18.0,1.23,74.7,Europe,71629.0,5.0,2.5196850393700787,76.1,2020.0,10.45,82.5,51.16,,,High,1.0,1.0,03.05.2020,Germany,83.0,,-0.81,2
2445,0.0,IDN,5.0,28.32,137.1,Southeast Asia,2575.0,2.0,102.8  ,67.6,2017.0,113.92,,-0.78,45.2,0.0,LOWER-MIDDLE,0.0,0.0,05/02/2017,Indonesia,274.0,,0.36,3
2446,no,USA,33.0,-5.17  ,76.0,North America,71991.0,8.0,11.3,,2021.0,-95.71,96.2,37.09,79.4,0.0,High,0.0,0.0,22-Aug-2021,United States,331.0,124.0,0.23,1
2447,,ESP,14.0,8.8,76.0,Europe,52861.0,4.0,153.0,73.7,2015.0,-3.74,100.0,40.46,,0.0,High,0.0,0.0,"April 05, 2015",Spain  ,47.0,91.0,-0.56,1
2448,0,BGD,4.0,10.76,94.1,,1565.0,1.0,75.8,66.9,2015.0,90.35,86.0,23.68,,0.0,Emerging,0.0,0.0,25/01/2015,Bangladesh,165.0,148.0,0.54,1
2449,,USA,5.0,9.41,30.4,North America,75167.0,2.0,,72.6,,-95.71,,37.09,,0.0,Rich,0.0,0.0,04/02/2024,United States,331.0,59.0,-0.28,1
2450,0.0,KEN,19.0,31.41,88.3,Africa,2265.0,5.0,40.1,61.1,2018.0,37.9,,-0.02,49.6,0.0,Lower-Middle,0.0,0.0,  13-May-2018  ,Kenya,54.0,135.0,0.61,3
2451,,ZAF,13.0,13.24,44.8,Africa,,4.0,138.9,63.8,2018.0  ,22.93,100.0,-30.55,,0.0,Upper-Middle,0.0,0.0,04-01-2018,south africa,60.0,68.0,-0.2,2
2452,0.0,JPN,20.0,8.25,41.9,EAST ASIA,67066.0,5.0,96.8,60.2,2017.0,138.25,,36.2,,no,High,0.0,0.0,21.05.2017,Japan,126.0,38.0,-0.05,1
2453,0.0,ZAF,14.0,17.84,39.7,Afica,9766.0,4.0,102.2,,2021.0,22.93,96.4,-30.55,77.1,0.0,Upper-Middle,0.0,0.0,04-11-2021,RSA,60.0,,1.03,2
2454,0.0,COL,,26.4,0.0,South America,10189.0,4.0,63.6,74.4,2024.0,-74.29,98.3,4.57,67.1,0.0,UM,0.0,0.0,21.04.2024,Colombia,51.0,-4.0,0.05,2
2455,0.0,USA,0,10.78,46.5,North America,,3.0,57.3,71.1,2021.0,-95.71,,37.09,,0.0,High,0.0,0.0,2021/03/07,U.S.A.,331.0,39.0,1.26,2
2456,0.0,PAK,7.0,13.93,127.2,South Asia,4386.0,2.0,,73.8,2023.0,69.34,,30.37,54.1,0.0,LM,0.0,0.0,2023/02/19,Pakistan,,168.0,0.55,3
2457,0.0,IDN,11.0,31.87,91.5,South East Asia,2826.0,3.0,153.7,,2022.0  ,113.92,,,42.3,0.0,Lower-Middle,1.0,,not available,Republic of Indonesia,274.0,142.0,-0.29,3
2458,0.0,FRA,,3.81,54.2,Europe,69962.0,,161.5,,2023.0,2.21,,,,0.0,High,,0.0,31/02/2020,French Republic,65.0,90.0,,1
2459,0.0,ITA,41.0,-8.99,79.6	,,49434.0,10.0,26.3,68.4,2024.0,12.56,100.0,41.87,82.5,0.0,High,0.0,0.0,2024-10-13,Italy,60.0,128.0,-0.06,0
2460,0.0,JPN,,2.79,35.2,East Asia,74956.0,7.0,51.3,60.7,2023.0,,100.0,36.2,85.1,0.0,High,0.0,0.0,02-Jul-2023,Japan	,126.0,74.0,0.45,1
2461,0.0,ARG,25.0,,12.7,south  america,,6.0,5.137795275590552,70.0,2018.0,-63.61,,-38.41,,0.0,Upper-Middle,0.0,0.0,736869,  Argentina  ,45.0,22.0,,2
2462,0.0,IND,42.0,5.5,81.8,South Asia,2852.0,10.0,24.6,72.4,2022.0  ,78.96,87.9,20.59,47.3,0.0,LOWER-MIDDLE,0.0,0.0,2022/10/23,India,1380.0,,0.05,2
2463,0.0,IDN,11.0,34.59,77.9,Southeast Asia,2579.0,3.0,129.3,,2017.0,113.92,,-0.78,43.8,0.0,Lower-Middle,0.0,0.0,19-Mar-2017,Republic of Indonesia,274.0,,-0.18,3
2464,0.0,THA,41.0,10.18,54.2,South East Asia,16034.0,10.0,0.0,64.4,2019.0,100.99,,,,0.0,Upper-Middle,0.0,0.0,13/10/2019,  Thailand,70.0,60.0,0.81,3
2465,,FRA,7.0,42.980000000000004,0.0,Europe,72057.0,2.0,98.1,68.9,2025.0,2.21,100.0,46.22,,0.0,,0.0,0.0,02-16-2025,France,65.0,-3.0,0.09,1
2466,N,EGY  ,22.0,14.67,117.6,africa,3809.0,5.0,108.2,69.0,2015.0,30.8,,26.82,,0.0,Lower-Middle,,0.0,31/05/2015,Egypt,102.0,169.0,0.51,2
2467,0.0,AUS,49.0,4.01,61.7,Oceania,49174.0,12.0,20.6,75.2,2021.0,133.77,95.2,-25.27,77.5,0.0,High,0.0,0.0,12-12-2021,Australia,26.0,,-0.08,1
2468,0.0,KEN,30.0,20.08,146.7,Africa,2272.0,7.0,,76.5,20I5,37.9,,-0.02,,0.0,Lower-Middle,0.0,0.0,29.07.2018,Kknya,54.0,235.0,,1
2469,0.0,ESP,,10.79,33.5,Europe,53823.0,,109.3,67.3,2016.0,-3.74,98.8,40.46,81.8,0.0,High,1.0,1.0,736043,Spain,47.0,39.0,0.24,3
2470,0.0,CHN,21.0,,-,East Asia,11897.0,5.0,  135.5  ,74.3,2016.0,104.19,100.0,35.86,71.9,0.0,Upper Middle	,0.0,0.0,20160529,China,1411.0,93.0,0.05,0
2471,0.0,VNM,25.0,16.04,116.9,Southeast Asia,3396.0,6.0,82.2,,2015.0,108.27,89.7,14.05,,0.0,Lower-Middle,0.0,0.0,20150621,Vietnam,98.0,185.0,-0.01,2
2472,0.0,MEX,51.0,9.61,44.6,North America,15191.0,,53.2,67.6,2016.0,-102.55,,23.63,68.3,0.0,Developing,0.0,0.0,20161225,Mexico,129.0,,0.3,1
2473,0.0,USA,37.0,  -5.64,10.5,North America,64474.0,9.0,,67.7,2015.0,,,37.09,,0.0,High Income,0.0,,13.09.2015,United States,331.0,-13.0,,0
2474,0.0,KEN,11.0,33.36,84.0,African Continent,2385.0,3.0,122.6,,2021.0,37.9,86.5,-0.02,46.6,0.0,,0.0,0.0,21/03/2021,Kenya,54.0,154.0,0.06,3
2475,0.0,KEN,9.0,32.36,100.7,Africa,2300.0,3.0,85.3,65.1,2019.0,37.9,87.1,-0.02,,0.0,Lower-Middle,1.0,1.0,2019-03-03,Kenya,,121.0,1.12,3
2476,0.0,EGY,30.0,3.65,113.5,Africa,3822.0,7.0,17.7,75.6,2015.0,30.8,85.5,26.82,35.9,0.0,Lower-Middle,0.0,0.0,26/07/2015,Egypt,102.0,172.0,-0.31,2
2477,0.0,KEN,3.0,27.15	,103.3,Africa,,1.0,85.4,68.0,2020.0,,,-0.02,44.5,0.0,LM,0.0,0.0,2020/01/19,Kenya,54.0,166.0,0.31,3
2478,,KEN,25.0,24.79,115.3,Africa,2565.0,6.0,75.5,70.4,  2025.0,37.9,,-0.02,45.9,0.0,Lower-Middle,0.0,0.0,20250622,Knenya,54.0,157.0,0.5,3
2479,0.0,COL,7.0,27.99,27.9,Latin America,8786.0,2.0,141.9,75.0,2016.0,-74.29,100.0,4.57,68.4,,Upper-Middle,,0.0,21/02/2016,Colombia,51.0,59.0,0.03,3
2480,FALSE,PHL,28.0,15.68,141.9,South East Asia,3193.0,7.0,59.0,68.8,2020.0,,78.9,12.87,36.0,0.0,Lower-Middle,0.0,0.0,2020/07/12,Philippines,110.0,210.0,-0.33,1
2481,,GBR,46.0,-13.14,10.9,Europe,60985.0,11.0,99.2,75.2,2017.0,-3.43,100.0,55.37,90.0,0.0,High,0.0,0.0,19.11.2017,United Kingdom,67.0,10.0,-0.48,0
2482,0.0,IDN,7.0,33.23,125.0,Southeast Asia,2625.0,2.0,NA,,  2018.0  ,113.92,,-0.78,,0.0,Lower-Middle,0.0,0.0,2018-02-18,Indonesia,274.0,198.0,0.28,3
2483,0.0,ARG,16.0,7.98,50.3,Latin America,,4.0,69.4,63.9,2022.0,-63.61,,-38.41,59.0,0.0,Upper-Middle,0.0,0.0,24-Apr-2022,Argentina,45.0,78.0,0.21,1
2484,0.0,CHN,4.0,9.99,58.6,Far East,12283.0,1.0,89.5,,2018.0,104.19,92.1,35.86,72.8,0.0,UM,3.0,3.0,not available,China,1411.0,,-0.07,2
2485,0.0,PHL,7.0,24.69,,,3112.0,2.0,105.2,78.3,2019.0,121.77,,12.87,42.9,0.0,Lower-Middle,0.0,,17.02.2019,Philippines,110.0,241.0,-0.38,3
2486,0.0,NGA,40.0,,  110.1,Africa,2558.0,10.0,,65.6,2017.0,8.67,,9.08,34.2,0,LOWER-MIDDLE,0.0,0.0,08/10/2017,Nigeria,206.0,157.0,-0.66,2
2487,0.0,COL,3.0,22.36,47.9,SA,8944.0,1.0,89.6,,2017.0,-74.29,95.1,4.57,,0.0,Upper-Middle,,0.0,20170122,Colombia,51.0,66.0,0.65,1
2488,0.0,JPN,10.0,8.99,38.9,East Asia,64293.0,3.0,90.7,68.2,1850,,99.0,36.2,,0.0,high,0.0,0.0,"March 08, 2015",Japan,,68.0,0.13,2
2489,,ZAF,28.0,,23.6,Africa,9983.0,7.0,127.5,68.2,2022.0,22.93,95.4,-30.55,74.6,0.0,  upper-middle,0.0,0.0,20220717,South Africa  ,60.0,,0.34,1
2490,0.0,BRA,2.0,  17.87,53.6,S. America,13583.0,1.0,,63.5,2016.0,-51.92,86.2,-14.23,63.4,,Upper-Middle,0.0,0.0,01-17-2016,Brazil,213.0,77.0,0.99,1
2491,0.0,PHL,6.0,20.34,97.0,Soutsheast Asia,2882.0,,105.4,,2015.0,121.77,90.4,12.87,34.7,0.0,Lower-Middle,0.0,0.0,N/A,Philippines,110.0,142.0,0.62,2
2492,,UK  ,46.0,-13.14,105.5,europe,67900.0,11.0,1.7,72.5,2023.0,-3.43,100.0,55.37,,0.0,High,0.0,0.0,11-19-2023,United Kingdom,67.0,168.0,0.26,0
2493,0.0,FR,23.0,-5.14,26.5,Europe,65271.0,6.0,124.0,78.0,2019.0,2.21,100.0,46.22,86.5,0,High,0.0,0.0,06-09-2019,French Republic  ,65.0,51.0,,0
2494,0.0,COL,1.0,25.41,47.5,South America,9116.0,1.0,126.2,76.3,20I5,-74.29,96.6,4.57,67.2,0.0,Upper-Middle,0.0,0.0,2020-13-45,Colombia,51.0,86.0,1.07,1
2495,0.0,AUST,34.0,3.55,67.1,Oceania,47161.0,8.0,1.8,,2019.0,,100.0,-25.27,78.3,0.0,HIGH,0.0,0.0,25-Aug-2019,Australia,26.0,91.0,-0.43,0
2496,0.0,ZAF,,16.88,98.3,Africa,,5.0,58.8,63.6,2020.0,22.93,98.4,-30.55,,0.0,UPPER-MIDDLE,0.0,0.0,10-May-2020,South Africa,60.0,132.0,-0.38,3
2497,0.0,ITA,28.0,-2.59,82.0,Europe,49227.0,7.0,56.8,67.7,2024.0,,99.6,,,0.0,High,0.0,0.0,739081,Italy,60.0,126.0,0.77,1
2498,0.0,GBR,36.0,3.5420000000000016,33.6,EU,67708.0,9.0,51.5,66.9,2023.0,-3.43,100.0,55.37,,0.0,High,0.0,0.0,09-10-2023,United Kingdom,,41.0,0.81,1
2499,N,PAK,,9.9,,South Asia,4003.0,1.0,75.6,69.0,2018.0,69.34,,30.37,,0.0,Lower-Middle,0.0,0.0,28/01/2018,Pakistan,225.0,135.0,-0.17,2
2500,0.0,MEX,17.0,94.19652769788038,60.2,NA,15288.0,4.0,173.8,,2017.0,-102.55,,23.63,69.1,0.0,Upper-Middle,0.0,0.0,04-30-2017,Mexico,129.0,,0.36,1
2501,0.0,USA,2.0,5.04,24.8,North America,68709.0,,71.2,,2019.0,-95.71,97.2,37.09,,0.0,HIGH,0.0,0.0,13.01.2019,United States,331.0,28.0,-0.47,0
2502,0.0,BRA,50.0,12.91,7.3  ,South America,14625.0,12.0,81.8,,2019.0,-51.92,,-14.23,65.7,0.0,Upper-Middle,0.0,0.0,15-Dec-2019,Brazil,213.0,9.0,0.09,1
2503,,JPN,2.0,4.65,0.0,East Asia,73037.0,1.0,,74.4,2022.0,138.25,,36.2,82.8,FALSE,high,0.0,0.0,16.01.2022,Japan,126.0,,-0.05,0
2504,0.0,IND,35.0,9.5,73.7,South Asia,2552.0,9.0,32.4,64.9,2016.0,78.96,84.1,20.59,,,Lower-Middle,0.0,0.0,04-Sep-2016,India,1380.0,130.0,0.49,1
2505,0.0,BRA,45.0,11.39,30.8,,15932.0,11.0,69.4,69.7,2024.0,-51.92,100.0,-14.23,67.6,0.0,Upper Middle,0.0,0.0,739200,Brazil,213.0,69.0,0.71,2
2506,0.0,CHN,8.0,6.91,30.8	,East Asia,12765.0,2.0,114.9,70.1,,104.19,97.7,35.86,,0.0,Upper-Middle,0.0,0.0,23/02/2020,China,1411.0,19.0,0.07,1
2507,0.0,THA,1.0,17.93,  58.9  ,ASEAN,15815.0,1.0,58.8,68.9,2019.0,,90.5,15.87,,0.0,Upper-Middle,0.0,0.0,2019/01/06,Thailand,70.0,98.0,,0
2508,0.0,PHL,31.0,12.97,,Southeast Asia,3198.0,8.0,80.6,,2020.0,121.77,87.7,12.87,,0.0,Lower-Middle,0.0,0.0,02-Aug-2020,Philippines,110.0,175.0,0.08,1
2509,no,ARG,34.0,-3.3,2.4,South America,13163.0,8.0,94.4,,2015.0,-63.61,,-38.41,62.9,0.0,Upper-Middle,0.0,0.0,"  August 23, 2015",Argentina,45.0,-5.0,-1.09,0
2510,0.0,CHN,21.0,10.36,74.2,East Asia,13979.0,5.0,116.8,71.5,2025.0,,,35.86,,0.0,upper-middle,0.0,0.0,739396,CHINA,1411.0,132.0,0.01,2
2511,0.0,NGA,12.0,27.88,101.2,Africa,,3.0,125.7,,,8.67,,9.08,,0.0,Lower Middle,0.0,0.0,"March 27, 2016",Nigeria,206.0,104.0,-0.15,3
2512,0.0,BRA,52.0,  16.69,54.4,  South America  ,14625.0,12.0,47.0,68.2,2019.0,,96.1,-14.23,,0.0,Upper-Middle,0.0,0.0,737422,Brazil,213.0,100.0,-0.09,1
2513,0.0,JPN,  37.0,-3.2,24.8,East Asia,77728.0,9.0,106.9,,2025.0,138.25,100.0,36.2,,0.0,High,0.0,,14/09/2025,JAPAN,126.0,24.0,0.68,1
2514,0.0,KEN,13.0,30.36,98.5,Africa,2261.0,4.0,152.6,,2018.0,,,-0.02,44.0,0.0,Lower Middle,1.0,1.0,04-01-2018,Kenya,54.0,161.0,-0.34,3
2515,0.0,ESP,,  9.63  ,68.7,Europe,53911.0,4.0,113.7,80.6,2016.0,-3.74,90.8,40.46,78.6,0.0,HIGH,0.0,0.0,17-Apr-2016,Spain,47.0,120.0,1.22,3
2516,0.0,CAN,15.0,-2.39,24.0,North America,44170.0,4.0,104.6,,2023.0,-106.34,94.0,56.13,85.0,0.0,High,1.0,1.0,2023-04-16,Canada,,32.0,0.85,2
2517,FALSE,IDN,Week 2,28.38,  123.5  ,Southeast Asia,2867.0,1.0,101.9,70.2,,113.92,,-0.78,41.3,0.0,Lower-Middle  ,0.0,0.0,15.01.2023,Indonesia,274.0,191.0,0.26,2
2518,0.0,  ITA  ,55,-1.53,89.5,Europe,42893.0,11.0,28.7,70.8,2016.0,,,,90.5,0.0,High,0.0,0.0,2016/11/27,Italy,60.0,139.0,-0.75,0
2519,0.0,ZAF,50.0,,18.1,Africa,10402.0,12.0,116.4,70.7,2024.0,22.93,97.1,-30.55,74.4,0.0,Upper Middle,0.0,0.0,15.12.2024,South Africa,60.0,39.0,0.25,0
2520,0.0,U.S.A,15.0,,39.3,North America,-72.45655701749409,4.0,112.2,60.2,2024.0,-95.71,98.9,37.09,,0.0,H,2.0,2.0,2024/04/14,United States,331.0,45.0,0.73,2
2521,0.0,DEU,34.0,-12.97,63.1,,78415.0,8.0,59.6,68.1,2025.0,10.45,97.8,51.16,87.8,0.0,,0.0,0.0,739487,Germany,83.0,93.0,0.21,0
2522,0.0,IND,,18.71,76.7,south asia,2783.0,5.0,,,2021.0,78.96,,,43.2,0.0,Lower-Middle,0.0,0.0,2021/05/30,India,1380.0,121.0,-0.32,3
2523,0.0,BRA,41.0,10.91,32.4,South America,13517.0,10.0,44.4,71.4,2015.0,,,-14.23,,N,Upper-Middle,0.0,,11.10.2015,Brazil,213.0,20.0,-0.14,1
2524,,VNM,26.0,15.63,,Southeast  Asia,3805.0,7.0,76.7,73.0,2021.0,108.27,,14.05,,0.0,Lower-Middle,0.0,0.0,07-04-2021,Vietnam,98.0,196.0,-0.05,1
2525,0.0,BGD,35.0,39.632,122.8,South Asia  ,1711.0,9.0,28.0,,2019.0,90.35,,23.68,,1.0,Lower-Middle,1.0,0.0,01-Sep-2019,Bangladesh	,165.0,192.0,0.53,2
2526,0.0,BGD,42.0,6.38,112.5,South Asia,1807.0,10.0,52.6,,2022.0  ,90.35,,23.68,,0.0,Lower-Middle,0.0,0.0,2022/10/23,Bangladesh,165.0,163.0,1.29,2
2527,0.0,CAN,17.0,  -4.08  ,45.0,  North America  ,,4.0,  101.2,,2025.0,-106.34,96.3,56.13,84.1,,Developed,0.0,0.0,"April 27, 2025",Canada,38.0,,0.36,0
2528,0.0,COL,28.0,20.02,7.6,S. America,9888.0,7.0,100.6,73.9,2022.0,-74.29,,4.57,76.3,0.0,Upper-Middle,0.0,0.0,738353,Colombia,51.0,-7.0,-0.39,1
2529,,CHN,18.0,,109.6,  East Asia  ,12128.0,5.0,124.3,71.6,,104.19,,35.86,76.6,,UPPER-MIDDLE,0.0,0.0,2017/05/07,China,1411.0,,0.1,2
2530,0.0,THA,3.0,18.18,7.2,Southeast Asia,14938.0,1.0,,,2016.0,100.99,,15.87,65.4,0.0,Upper-Middle,0.0,0.0,01-24-2016,Thailand,70.0,-4.0,-0.36,1
2531,0.0,NGA,23.0,23.17  ,68.9,Africa,2590.0,6.0,,,2018.0,,88.6,9.08,,0.0,Lower-Middle,0.0,0.0,10.06.2018,Nigeria,206.0,109.0,-0.43,2
2532,0.0,KEN,39.0,59.99,139.4,Africa,,10.0,,73.3,2021.0,37.9,83.0,-0.02,,0.0,Lower-Middle,0.0,0.0,2021/10/03,Kenya,,200.0,0.41,2
2533,0.0,COL,14.0,,55.8,South America,10189.0,4.0,108.9,,2030,-74.29,92.8,4.57,73.2,0.0,Upper-Middle,1.0,1.0,07-Apr-2024,Colombia,51.0,72.0,0.68,3
